1	Yacyreta	1994	42	21000000	1600000	HI	0	0	-56.625	-27.375
2	Hugh_Keenleyside	1968	52	11300000	0	C	0	0	-117.875	49.375
3	Tabqa	1978	60	11600000	625000	IH	0	0	38.625	35.875
4	Raza_Dike	1970	18	26000000	1500000	C	0	0	43.875	32.625
5	Irkutsk	1956	44	46000000	33000000	H	0	0	104.375	52.125
6	Bansagar	2006	67	5410000	587500	IH	0	0	81.375	24.125
7	Nova_Avanhandava	1982	71	3100000	227000	H	0	0	-50.125	-21.125
8	Jurumirim	1962	50	7008000	542000	H	0	0	-49.125	-23.125
9	Pong	1974	133	8570000	260000	IH	0	0	75.875	31.875
10	Bhumibol	1964	154	13462000	300000	IHSC	0	0	99.125	17.125
11	Bratsk	1964	125	169000000	5470000	HS	0	0	101.875	56.375
12	Thartar	1968	30	43500000	1500000	IC	0	0	43.375	33.875
13	Bull_Shoals	1951	86	6670700	1838900	CHS	0	0	-92.625	36.375
14	Cahora_Bassa	1974	171	63000000	2660000	IHC	0	0	32.625	-15.625
15	Guri	1986	162	157000000	4250000	H	0	0	-63.125	7.875
16	Caruachi	2003	50	3520000	238000	C	0	0	-62.875	8.125
17	Grand_Rapids	1965	66	9643500	2200000	H	0	0	-99.375	53.125
18	Chardara	1965	27	6700000	900000	H	0	0	67.875	41.125
19	Gardiner	1968	69	9870000	550000	IHS	0	0	-106.875	51.375
20	Dokan	1959	116	6800000	0	IC	0	0	44.875	35.875
21	Dworshak	1973	219	4391200	69200	CHS	0	0	-116.375	46.625
22	Eildon	1955	79	3390000	138300	IH	0	0	145.875	-37.125
23	Eufaula	1964	35	4718600	578700	CHS	0	0	-95.375	35.375
24	Flaming_Gorge	1963	153	4336300	177300	SHC	0	0	-109.375	40.875
25	Fort_Peck	1957	78	23560000	376400	CIH	0	0	-106.375	48.125
26	Grand_Coulee	1941	168	6395600	333100	IC	0	0	-118.875	47.875
27	Gandhi_Sagar	1960	62	7322800	660000	IH	0	0	75.625	24.625
28	Cabra_Corral	1973	112	3100000	113600	IHC	0	0	-65.375	-25.375
29	Gorky	1955	32	8700000	1590000	HS	0	0	43.375	56.625
30	Bhakra	1963	226	9621000	57000	IH	0	0	76.375	31.375
31	Rihand	1962	91	10600000	469000	H	0	0	83.125	24.125
32	Greers_Ferry	1962	75	3508000	127300	CHS	0	0	-91.875	35.625
33	Grenada	1954	31	3357700	39700	C	0	0	-89.875	33.875
34	Haditha	1983	57	11000000	418400	IH	0	0	42.375	34.125
35	Danjiangkou	1973	97	20890000	367000	HC	0	0	111.375	32.625
36	Harry_Truman	1978	30	6416600	225000	HSC	0	0	-93.375	38.125
37	Sanhezha	1953	15	13500000	1300000	CI	0	0	118.625	33.125
38	Hume	1961	51	3038000	202400	IH	0	0	147.125	-36.125
39	Hungry_Horse	1952	172	3678300	96300	IHC	0	0	-114.125	48.375
40	Capivara	1976	59	10540000	644000	H	0	0	-51.375	-22.625
41	Itaipu	1983	196	29000000	1350000	H	0	0	-54.625	-25.375
42	Chavantes	1971	89	8795000	398000	H	0	0	-49.625	-23.125
43	Kainji	1968	79	18600000	1250000	H	0	0	4.625	9.875
44	Kakhovskaya	1955	37	18180000	2155000	HIS	0	0	33.375	46.875
45	Kama	1954	37	12200000	1920000	HS	0	0	56.375	58.125
46	Kariba	1959	128	185000000	5540000	H	0	0	28.875	-16.875
47	Kayrakkum	1957	32	4160000	513000	HI	0	0	69.875	40.375
48	Keban	1974	210	30700000	687000	H	0	0	38.875	38.875
49	Kentucky	1944	63	7560000	526100	HC	0	0	-88.375	37.125
50	Ust_Khantaika	1970	65	23500000	1760000	H	0	0	87.875	68.125
51	Mica	1972	243	25000000	0	H	0	0	-118.625	52.125
52	Kiev	1964	38	3730000	922000	H	0	0	30.625	50.625
53	Krasnoyarsk	1972	124	73300000	2130000	H	0	0	92.375	55.875
54	Kremenchug	1960	33	13520000	2252000	HIS	0	0	33.125	49.125
55	Kuibyshev	1955	45	58000000	6150000	HIS	0	0	49.375	53.375
56	La_Grande3	1981	93	60020000	2420000	H	0	0	-75.875	53.625
57	La_Grande4	1981	128	19530000	765000	H	0	0	-73.375	53.875
58	Ear_Falls	1929	-99	26355100	500000	H	0	0	-93.125	50.625
59	Laforge1	1994	57	3800000	1288000	H	0	0	-72.625	54.125
60	Wolf_Creek	1951	79	7510700	203400	HC	0	0	-85.125	36.875
61	Libby	1973	129	7434200	188200	HC	0	0	-115.375	48.375
62	Hoover	1935	223	36700000	634500	SIH	0	0	-114.625	36.125
63	High_Aswan	1970	111	175000000	6500000	IHC	0	0	32.875	23.875
64	Oahe	1966	75	34110000	1521600	CIH	0	0	-100.375	44.375
65	Blakely_Mountain	1953	73	4638800	162300	HC	0	0	-93.125	34.625
66	Glen_Canyon	1963	216	25070000	650700	HI	0	0	-111.375	36.875
67	Garrison	1953	64	30220000	538200	CIH	0	0	-101.625	47.625
68	Denison	1944	50	6406900	351700	CHS	0	0	-96.625	33.875
69	Owen_Falls	1954	30	204800000	69000000	HI	0	0	33.125	0.375
70	Jenpeg	1975	24	31790000	25413000	CH	0	0	-97.875	54.625
71	Bukhtarma	1960	90	49800000	5490000	H	0	0	83.375	49.625
72	Mangla	1967	116	7300000	263500	IH	0	0	73.625	33.125
73	Nagarjuna_Sagar	1960	125	11600000	215200	IH	0	0	79.375	16.625
74	Norris	1936	81	3147800	60300	CH	0	0	-84.125	36.125
75	Novosibrisk	1957	27	8800000	1070000	HS	0	0	83.125	54.875
76	Bagnell	1931	45	3302000	224000	HC	0	0	-92.625	38.125
77	Pasak_Chonlasit	1999	185	5950000	0	C	0	0	101.125	14.875
78	Mascarenhas_de_Moraes	1956	72	4040000	250000	H	0	0	-47.125	-20.375
79	Lower_Red	1931	5	4228400	1168100	CS	0	0	-95.375	47.875
80	Ilha_Solteira	1973	74	25170000	1076000	H	0	0	-51.375	-20.375
81	Revelstoke	1983	175	5180000	115340	H	0	0	-118.125	51.125
82	La_Grande2	1977	168	61720000	2835000	H	0	0	-77.375	53.875
83	Roseires	1966	60	3000000	233000	IH	0	0	34.375	11.875
84	Rybinsk	1941	30	25400000	4450000	HS	0	0	38.625	58.125
85	Sardis	1940	36	3720200	43300	C	0	0	-89.875	34.375
86	Sayano_Shushenskaya	1990	242	31300000	179900	H	0	0	91.375	52.875
87	Sirikit	1974	114	9510000	260000	IHSC	0	0	100.625	17.875
88	Table_Rock	1959	79	4270300	174400	CHS	0	0	-93.375	36.625
89	Tarbela	1976	143	13940000	240000	IH	0	0	72.625	34.125
90	Wright_Patman	1954	32	7068800	82200	SC	0	0	-94.125	33.375
91	Barra_Bonita	1963	33	3160000	334000	HI	0	0	-48.625	-22.625
92	Toktogul	1978	215	19500000	284000	HI	0	0	72.625	41.625
93	Tucurui	1984	86	60536000	2606000	H	0	0	-49.625	-3.875
94	Tungabhadra	1953	49	3764000	390000	IH	0	0	76.375	15.375
95	Ujani	1981	56	3140000	306500	C	0	0	75.125	18.125
96	Ust_Ilim	1977	102	59300000	1890000	H	0	0	102.625	57.875
97	Vilyui	1967	64	35900000	2170000	H	0	0	112.375	63.125
98	Volgograd	1958	44	31500000	3120000	HIS	0	0	44.625	48.875
99	Akosombo	1965	114	148000000	8500000	HI	0	0	0.125	6.375
100	Votkinsk	1963	44	9400000	1120000	H	0	0	54.125	56.875
101	WAC_Bennett	1967	183	74300000	700000	H	0	0	-122.125	55.875
102	Zeya	1978	115	68400000	2420000	HC	0	0	127.375	53.875
103	Serra_da_Mesa	1998	154	54400000	1784000	H	0	0	-48.375	-13.875
104	Ataturk	1992	169	48700000	817000	IH	0	0	38.375	37.375
105	Three_Gorges	2003	175	39300000	1084000	HC	0	0	110.875	30.875
106	Farakka	1974	16	35730000	0	C	0	0	87.875	24.875
107	Longyangxia	1986	172	27630000	38300	HCSI	0	0	100.875	36.125
108	Furnas	1963	127	22950000	1450000	H	0	0	-46.375	-20.625
109	Porto_Primavera	1999	38	20000000	2250000	HC	0	0	-52.875	-22.375
110	Emborcacao	1982	158	17590000	473000	H	0	0	-47.875	-18.375
111	Balbina	1987	33	17533000	2360000	H	0	0	-59.625	-1.875
112	Itumbiara	1980	110	17000000	778000	H	0	0	-49.125	-18.375
113	Nizhne_Kamskaya	1963	36	13800000	2700000	HI	0	0	52.375	55.875
114	Tres_Irmaos	1999	57	13450000	817000	H	0	0	-51.375	-20.625
115	Rogun	1990	335	13300000	170000	I	0	0	69.875	38.875
116	Saratov	1967	40	12900000	1830000	HIS	0	0	47.875	52.125
117	Nova_Ponte	1994	142	13800000	44300	H	0	0	-47.625	-19.125
118	Cheboksary	1986	42	12800000	2182000	H	0	0	47.375	56.125
119	Xiaolangdi	2002	154	12650000	272000	CHIS	0	0	112.375	34.875
120	Sao_Simao	1978	127	12540000	674000	H	0	0	-50.375	-19.125
121	Mosul	1983	131	15500000	0	IHC	0	0	42.875	36.625
122	Manantali	1988	70	11270000	477000	IHC	0	0	-10.375	13.125
123	Agua_Vermelha	1979	67	11100000	680000	H	0	0	-50.375	-19.875
124	Nurek	1980	300	10500000	98000	IH	0	0	69.375	38.375
125	Kureiskaya	1989	81	9900000	500000	H	0	0	88.375	66.875
